,x,y,z,inlinear_idx
0,0.36931720636456744,-0.019495139244592473,3.0231841709408958,2.0
1,0.36931720636456744,-0.019495139244592473,3.0231841709408958,10.0
2,0.9739123254646563,0.9372663418023842,3.151174410293789,34.0
3,0.8500481211743343,1.1565797244137368,2.8838995633321582,35.0
4,1.2112739381992286,0.957142153489236,3.1136617785592984,41.0
5,1.0891484347446398,0.9202143445144115,3.1679009356540027,42.0
6,-0.02683296189795902,0.9567472591715795,3.154447765809877,47.0
7,1.1708501713294428,1.0016537436772164,3.0582627914823357,48.0
8,0.11891047886528337,0.027725687175341535,2.9566520242290695,76.0
9,-0.06394069536592802,0.8248596392859631,3.321200159751664,79.0
10,0.05827344099149144,1.092415779524792,2.982642719021625,84.0
11,1.1759882223774591,0.9186856070495777,3.160702446994088,85.0
12,0.6747325684001555,1.1185333625465586,2.9362280165667234,89.0
13,-0.06394069536592802,0.8248596392859631,3.321200159751664,115.0
14,0.5214457602124252,1.090210475342781,2.9777328435887376,121.0
15,1.1690492525835816,0.9205584488072441,3.1655140437794276,128.0
16,0.2137202788310861,-0.3050033584664273,2.770281715650175,129.0
17,0.7050403533077784,1.1131470035768476,2.9389548894349886,141.0
18,0.9739123254646563,0.9372663418023842,3.151174410293789,144.0
19,0.5157850971196137,1.1392772765643677,2.9169088613197878,153.0
20,0.8538048573149792,1.162438340608639,2.87598247803278,158.0
21,0.16806394035005365,0.8855991508527551,3.2393831451659363,160.0
22,0.030105066003964922,0.9744889552946768,3.1295944783989236,161.0
23,0.16865659307206815,1.1368281884004345,2.9263390144672257,167.0
24,0.3895182203214007,1.140321890929693,2.917737770936677,170.0
25,0.40115310283789946,0.8730358746170065,3.24802320644706,174.0
26,0.12349533807065824,0.12831372579035694,3.0243396072639346,177.0
27,0.8500481211743343,1.1565797244137368,2.8838995633321582,189.0
28,0.9739894511265657,1.060339410872254,2.9956465319116647,190.0
29,0.18608147868152222,1.1229223144948226,2.943445184220676,191.0
30,1.1621234786842358,1.0265205382893752,3.0324198815781362,208.0
31,0.05087156398616666,1.076661348424283,3.0016534311850496,214.0
32,0.031526751174751844,1.0759473373059754,3.0074447851301795,218.0
33,0.3895182203214007,1.140321890929693,2.917737770936677,219.0
34,0.11933738898306692,1.0756186555948282,3.0034971209392114,221.0
35,0.15479812876762236,1.0892879962022928,2.9890424743341435,229.0
36,1.141931429942269,0.9912108547307448,3.0753286487160905,231.0
37,-0.30755020575159786,0.9703410580317594,3.143185856439019,234.0
38,-0.4238102878771635,0.8428041429814119,3.2946609474200668,236.0
39,0.3297760702203002,0.0008383222904465888,3.013775828844007,238.0
40,1.6734390866278124,0.9323225545836404,3.1111408360837602,246.0
41,0.5475035984847314,1.1472894007578531,2.9061530579437833,247.0
42,1.146082154979245,0.985066820342142,3.083104076766452,248.0
43,0.637658361348716,1.0976823674887748,2.962159752276709,269.0
44,0.06895389576153825,1.056697642015045,3.039393383646019,274.0
45,-0.04316401382933578,1.0038646812798149,3.0992120250764237,276.0
46,0.4160113111131254,1.1398616641425732,2.9189826270661734,280.0
47,0.7904079951210918,1.286939104715495,2.72587773926957,293.0
48,0.11146997687053163,1.0902754628555422,2.98646616061675,297.0
49,-0.14183518944450738,0.2578107586030728,3.145029409298196,303.0
50,0.8307939166182569,1.0495054149863519,3.0211942599793318,310.0
51,-0.3682662880849926,0.9307875926451027,3.1921428571911528,318.0
52,0.3063924655232837,1.099765324830841,2.9712251819248783,320.0
53,0.18624772158441583,1.0959437332966397,2.975392447931085,321.0
54,0.16806394035005365,0.8855991508527551,3.2393831451659363,324.0
55,0.11146997687053163,1.0902754628555422,2.98646616061675,332.0
56,0.25783929760680124,1.1200346618408086,2.953578322349274,339.0
57,0.667706904991099,1.1247768249921404,2.93109920939262,343.0
58,0.4699214602542395,1.1062718146276251,2.9597006092031877,344.0
59,0.29378050229626923,1.1276942729000017,2.9346113284080255,346.0
60,0.3954678585890872,1.116031801309575,2.948994267839734,355.0
61,0.30930289023742474,1.1245248216116805,2.9407115977300333,360.0
62,0.4257470685760691,1.1238924525528966,2.9381023533701236,364.0
63,-0.35852340988478487,0.9215155368576975,3.2006125741101665,370.0
64,0.6235808624998299,1.0973173726541452,2.9643657670810835,371.0
65,0.8070624576632656,0.8725671326129011,3.2418959069747415,372.0
66,0.1466980167234719,0.20721422525501756,3.080596434597895,373.0
67,0.9445349429970891,1.0538733282331467,3.007466552208409,374.0
68,0.24524200699930895,0.41244689883091407,3.2493399259604177,377.0
69,0.2659191658499719,-0.23389877917637877,2.8269472663157145,385.0
70,0.3350845794316786,0.1417691365429802,3.10343963768097,388.0
71,0.7350205197646058,1.0760789366767287,2.9858735735222535,389.0
72,0.9907599602237802,1.3021021582596775,2.6960570209592167,390.0
73,0.10500207604207192,1.0231038030500583,3.0653441848911047,398.0
74,0.04312701003913463,-0.059486413868493654,2.8954638585864436,408.0
75,0.7611254481760248,1.0895562958798908,2.9695874123607737,410.0
76,1.1043363040564862,0.9801282045733039,3.092698012151526,412.0
77,0.17916044591308078,0.1969933792732988,3.0810835198185305,415.0
78,0.3297760702203002,0.0008383222904465888,3.013775828844007,416.0
79,0.09524425405275944,1.0212928209907992,3.0731190954175838,421.0
80,0.014083775439380518,1.075740334936107,3.007204211245877,425.0
81,0.10205423375754442,1.0909660859617296,2.985251476396586,427.0
82,-0.04316401382933578,1.0038646812798149,3.0992120250764237,428.0
