,x,y,z,r,g,b,inlinear_idx
76,0.1877245595323712,0.19924810812681076,1.3332669800042203,72.5,54.0,38.0,393.0
77,0.1796467378303606,0.23121697511573652,1.310002949541895,20.0,1.0,109.5,394.0
78,-0.24380289368058075,0.347659531566508,1.1234899853667348,70.0,52.5,34.0,396.0
79,-0.30637642864554654,-0.48838778007736683,1.0398709480692374,30.5,122.5,1.5,400.0
80,0.2050019517213569,-0.40913520485228455,1.2974762236302813,107.0,71.0,78.5,407.0
81,0.03174405770823811,-0.17028711211071432,1.3226516221131785,59.0,18.5,32.0,411.0
82,0.39870694186828703,0.11099598525693642,1.4455152524927186,41.0,26.5,5.0,416.0
83,0.3900788605004479,0.2784568560716606,1.3296146704869756,20.5,0.0,108.5,418.0
84,0.1877245595323712,0.19924810812681076,1.3332669800042203,72.5,54.0,38.0,426.0
85,0.4889535072134423,-0.019628913602084824,1.555617113412989,80.5,97.0,33.5,430.0
86,0.159834648426783,0.28721342929864563,1.2685878303419214,67.0,48.5,31.0,431.0
87,-0.11231268805460787,0.24579316756617373,1.2252266926070914,26.0,9.0,122.0,435.0
88,0.18897854909088574,-0.4936835576437091,1.256094439753994,75.0,117.5,51.0,437.0
89,0.44163893386968245,0.10395224608800237,1.4604059019011422,30.0,12.5,115.5,439.0
90,0.05114047568015293,0.30058888637456016,1.2290392637669194,73.5,50.5,21.0,444.0
91,0.30580156328271924,0.3478833782005845,1.2619396556470404,67.5,53.0,37.5,453.0
92,-0.010086768312313494,0.180059007045463,1.2931813157184149,27.0,13.5,117.0,458.0
93,0.033964847451987,-0.46232125716172673,1.2001047304322061,95.0,35.0,19.5,459.0
94,0.05187040589638719,-0.44830825387298706,1.2140837553808475,41.0,31.5,29.5,462.0
95,0.19336609300641378,0.22000913376056794,1.3244338254036119,74.5,58.5,41.0,463.0
96,0.033964847451987,-0.46232125716172673,1.2001047304322061,95.0,35.0,19.5,464.0
97,0.2834914918079007,-0.37567743453526653,1.3474419176643133,95.0,73.5,78.5,467.0
98,-0.022626172503144703,0.3246709920832179,1.196373538794881,15.0,94.5,75.5,473.0
99,0.024765681890282484,-0.3781572293302617,1.2317172007823696,49.0,20.5,25.5,478.0
100,0.3903920041777075,0.1127772832366572,1.4411260874164757,19.5,126.0,103.5,479.0
101,0.033964847451987,-0.46232125716172673,1.2001047304322061,95.0,35.0,19.5,483.0
102,0.05423081863537997,-0.1431318335399511,1.3422863976707542,114.5,93.0,17.0,492.0
103,0.2245969316535986,-0.39664595597313873,1.3121412755272397,69.0,20.5,23.5,499.0
104,-0.29023794856773566,-0.3324530612368307,1.1105553997546824,109.0,64.5,72.0,501.0
105,0.11780353482933127,-0.3276916390172367,1.2941636976775506,42.5,19.0,46.0,507.0
106,0.29526299392668226,-0.37431571652318535,1.3528742629035253,93.5,71.5,77.0,508.0
107,0.29136632818390407,0.17422447870580987,1.3763055304143836,87.5,100.5,52.5,525.0
108,0.11780353482933127,-0.3276916390172367,1.2941636976775506,42.5,19.0,46.0,530.0
109,0.040862404884396734,-0.14124441558882014,1.337107824963726,122.0,104.0,29.0,540.0
110,0.32925308414173454,0.08835916391777449,1.4421783707577567,27.5,102.0,55.5,542.0
111,-0.25825326806843946,-0.49861758213561885,1.0566270872441041,18.0,9.0,12.5,544.0
112,-0.25825326806843946,-0.49861758213561885,1.0566270872441041,18.0,9.0,12.5,547.0
113,-0.2547276540636277,-0.5024522999773867,1.0559329912969868,36.5,23.5,29.0,557.0
114,0.04001750015449548,-0.17044879725546816,1.3241939305842634,51.0,27.0,21.0,563.0
115,0.1130481385173255,0.30037487948998365,1.2461356565627482,10.5,116.5,98.5,564.0
116,0.19328906344993854,-0.39051181456363765,1.3003021155794139,54.5,4.5,10.5,567.0
117,0.11780353482933127,-0.3276916390172367,1.2941636976775506,42.5,19.0,46.0,571.0
118,0.0002420300496265723,0.14614140155225594,1.3180116166715001,102.5,88.5,65.0,575.0
119,-0.08126223678503228,0.2537245781781467,1.2270568571886493,55.0,91.0,126.0,576.0
120,0.20533945664314604,0.2714715931348402,1.2890681862146312,88.5,74.0,51.5,606.0
121,-0.24015226240319287,-0.4985368388631303,1.0646221701259246,98.5,66.5,75.5,607.0
122,-0.13021769434672106,-0.4433215371817761,1.1361431631560202,51.0,83.0,9.5,609.0
123,0.373241470344567,0.19795328755987276,1.38149367833361,17.0,123.5,105.0,621.0
124,0.1877245595323712,0.19924810812681076,1.3332669800042203,72.5,54.0,38.0,638.0
125,-0.03841882164062422,0.2711482158154709,1.2261338587010637,41.5,22.5,2.0,647.0
126,-0.042283828532673186,-0.15169848760239782,1.29817559136377,31.0,22.5,20.0,653.0
127,0.4676647118695985,0.1689365530553453,1.4255342196310077,55.5,17.0,52.5,668.0
128,0.4622583838160254,0.15178941756583905,1.4355618507834857,117.5,12.0,37.5,670.0
129,0.2366339617115763,0.03310459053994049,1.4531919554874073,45.0,33.0,53.5,672.0
130,0.1324135339525234,-0.4061223434725178,1.2673962652038344,97.0,62.0,65.5,674.0
131,0.3733749291643059,-0.2956825276590601,1.4197827356741919,55.0,18.0,98.0,676.0
132,-0.05222008295203831,-0.4424213744168946,1.1700776668292687,67.0,30.0,37.0,679.0
133,-0.0429585808580826,-0.44436753065195006,1.1736361992082323,70.0,33.5,43.0,680.0
134,0.2862394401486552,-0.4810777956715603,1.3056922225205703,31.0,124.0,4.5,683.0
135,0.2808674147545526,0.13752128112663645,1.3964305493337947,6.5,115.5,91.0,690.0
136,0.04883634584458169,-0.15747337008136647,1.33480071561042,83.0,48.0,52.5,695.0
137,0.5531781071209448,0.23709369061738325,1.4026550870638461,45.5,42.0,84.5,700.0
138,0.39017687923962735,-0.20441914423760957,1.4662470994576149,14.0,120.0,0.5,708.0
139,0.04537863099063655,-0.14701040574733856,1.3373073854193065,27.5,39.0,1.0,711.0
140,0.40609817136919935,0.11686946085625849,1.4440338467634295,28.0,9.0,116.5,712.0
141,0.19806693984379406,-0.3362014481903122,1.3255998560405386,94.5,88.0,18.0,719.0
142,0.28772167783856945,-0.3741278576474736,1.3496835309437276,34.0,108.5,100.5,726.0
143,-0.0486986675841106,-0.4479019300410752,1.1703142171354786,124.0,15.5,28.5,740.0
144,0.05242657113131287,0.44869997292566355,1.1331700796073132,62.5,50.5,36.5,742.0
145,0.04001750015449548,-0.17044879725546816,1.3241939305842634,51.0,27.0,21.0,743.0
146,0.2411187610000174,0.19656774909478497,1.3506668545958411,88.0,62.0,103.0,748.0
147,-0.13252987271293534,0.16069578486160863,1.2766778759465955,23.5,67.5,24.0,766.0
148,0.3819413943553944,0.24919294828807487,1.3481912248331824,13.5,27.5,34.5,779.0
149,-0.06981144890201581,0.159548517251986,1.2931127223127328,69.0,63.0,5.5,781.0
150,0.200466370490271,-0.1822734680018674,1.391197599354043,110.5,29.0,16.5,783.0
151,0.200429451094105,-0.27122187749218046,1.3537305596930675,37.0,27.5,22.5,788.0
152,0.041599672507382925,-0.09519128475524971,1.357261596787221,27.5,32.0,19.0,790.0
153,0.24486522777829067,0.39325386573496246,1.2190516490192862,13.0,121.5,102.0,793.0
154,0.28286551055722775,-0.3530253975881997,1.3564725669226547,73.5,54.5,78.0,800.0
155,0.09110342358330681,0.1625239439260109,1.3317935065599067,28.0,10.5,116.5,803.0
156,0.4054693483834653,0.07909823206877208,1.4672338661954116,66.5,51.0,37.5,812.0
157,-0.15439405868698325,0.4247149899477901,1.0949565693986592,6.0,99.0,26.0,818.0
158,0.3765062553421036,-0.22869317254558105,1.4503890589915354,91.0,18.0,11.0,827.0
159,0.4627957768483098,0.15764255391238358,1.4315552043621493,26.0,123.0,4.5,831.0
160,-0.05287049665538255,-0.3654883172120423,1.2028323876484068,109.5,29.0,15.0,832.0
161,0.5580066248277771,0.21704497135179365,1.4158188405083691,66.0,49.0,41.0,833.0
162,0.18771028346174942,0.0634002370799958,1.419823319772665,21.5,5.0,109.5,834.0
163,0.12081093971668978,-0.18340898698018035,1.3553241365057702,110.0,71.5,77.0,841.0
164,0.2257927032481831,0.27718286147149146,1.289574417356554,71.5,53.5,38.5,843.0
165,0.2747438353359415,-0.34844819791776016,1.3530027492866334,54.5,22.5,33.0,845.0
166,-0.21020277278798466,-0.4263986667525327,1.108107825441106,113.5,73.5,79.0,848.0
167,0.26367607382783503,0.19102954087742444,1.3590209708168512,70.5,45.0,107.0,850.0
168,-0.05252865405407499,0.18721208048703053,1.2769344306676682,31.0,13.0,120.0,851.0
169,-0.05238270901864494,-0.4521046134937185,1.1664373733553723,56.5,27.0,40.0,853.0
170,-0.15664682088403498,0.258595525237356,1.2060974137228742,51.0,106.5,10.5,855.0
171,0.247281606697306,0.2262480239276291,1.329744953480083,24.5,8.5,114.0,856.0
172,0.4602119844454138,0.3187897766851076,1.3248590743422919,65.0,40.0,8.0,870.0
173,0.20472770222698036,-0.4674090475136512,1.2732508842892947,118.0,78.5,80.5,881.0
174,0.1297153468722176,-0.40847339320314763,1.2643784798503204,99.0,61.5,61.0,882.0
175,0.34316410371598066,0.09600176752882977,1.4404295896854495,30.0,91.0,35.0,885.0
176,0.37674241599433284,-0.28968115044588133,1.4255893870902672,81.0,32.0,106.0,889.0
177,0.40609817136919935,0.11686946085625849,1.4440338467634295,28.0,9.0,116.5,898.0
178,0.3651742697625764,-0.44016326461576166,1.3483441720511504,105.5,71.5,80.0,902.0
179,0.3336169742819989,0.09804120210350781,1.43721439199797,44.5,108.0,55.5,909.0
180,0.1155966259113476,0.19693970389086846,1.3156310041429942,22.0,118.0,56.0,918.0
181,0.0329762814751646,-0.21366332427788068,1.3040455668847983,37.0,14.5,51.0,923.0
182,0.3608008848538072,0.2544834468835672,1.340352140671351,64.0,48.5,33.0,935.0
183,0.34682502514918295,0.11926359136771525,1.4257664284978313,21.5,2.0,110.5,945.0
184,0.2399557064192033,0.28061424535294655,1.2913695561415448,90.0,61.5,43.0,947.0
185,0.3336169742819989,0.09804120210350781,1.43721439199797,44.5,108.0,55.5,954.0
186,0.19057078539069025,-0.395370446396066,1.296635634288667,85.5,35.0,31.0,956.0
187,0.19992538982306615,0.06794692916486418,1.4199405376564482,14.5,0.5,104.5,957.0
188,0.38615091948377694,0.08305171693122265,1.4615715806566807,65.5,49.0,32.0,965.0
189,-0.28971431919190316,-0.183292535833546,1.1734177988022383,65.0,64.5,119.5,968.0
190,-0.22099576102409613,0.3678731707296783,1.1143494167895487,71.0,15.0,85.5,971.0
191,0.47968751531241505,0.14722758930200056,1.4426037523746762,77.0,126.5,7.5,984.0
192,-0.0657876248701895,0.17605272118614282,1.2848670359749481,61.0,52.0,46.5,1002.0
193,0.27503877366829216,-0.2841757004546362,1.3810832942512294,23.5,120.0,73.0,1016.0
194,0.2870595441777155,-0.3438785854926009,1.3609405202401628,124.0,92.0,97.0,1017.0
195,0.3728214552222356,0.24713937146990228,1.346898909026059,6.0,34.0,54.5,1021.0
196,0.2831915404230571,0.09305189392180152,1.4264491299462507,65.0,38.0,29.5,1029.0
197,-0.11202468655745396,-0.05996623767281216,1.3026933587221166,90.5,85.5,9.5,1030.0
198,0.1206740907868648,0.2909105001222397,1.2543508703928998,6.5,114.0,94.5,1032.0
199,0.28341221658878407,0.2887838921987804,1.2967649253029012,70.5,53.0,40.0,1038.0
200,0.3272423150872386,0.09850409226851484,1.4342093953682995,53.0,124.5,81.0,1040.0
201,0.4392987864129019,0.17124231321710437,1.4177000224148169,59.0,86.0,26.5,1047.0
202,0.4309708181484409,0.1590610505201665,1.421547088698788,32.5,44.0,5.0,1053.0
203,-0.2112726503805996,-0.4132271568543929,1.112561991049269,104.0,66.0,81.5,1061.0
204,0.06408644430453878,0.24980345786064065,1.2669481591258478,26.5,9.0,115.0,1069.0
205,0.011304663747085395,0.4064266871639987,1.151016997315868,63.0,95.5,84.5,1075.0
206,-0.05984011419796052,0.35510378537379,1.1656901218917988,20.0,1.5,107.5,1077.0
207,0.26758440863130545,0.279821565014292,1.299367928692591,82.0,56.5,40.0,1084.0
208,0.38615091948377694,0.08305171693122265,1.4615715806566807,65.5,49.0,32.0,1091.0
209,0.2929948728425934,-0.29903150225656516,1.3830919533742787,64.5,29.0,99.0,1092.0
210,0.38409875123853676,0.06818139819142653,1.4684475765106448,72.0,56.5,44.0,1101.0
211,-0.11415176397433688,-0.4527967033116514,1.1385889028569784,53.0,51.5,49.0,1111.0
212,0.50058152598613,0.16174825211393057,1.4388898812472404,54.5,24.0,39.5,1115.0
213,0.4071704560511292,0.15114331150555496,1.4205924374475758,22.0,46.0,121.0,1120.0
214,-0.29336141163464236,-0.4144400839758335,1.0757457686360523,86.0,66.5,73.0,1131.0
215,0.2867199491005132,-0.28632976417476946,1.386034944447482,52.5,21.5,86.5,1135.0
216,0.3318455275586374,0.12249010265597983,1.4193118166807377,20.5,3.5,109.5,1143.0
217,0.3605107388900698,-0.22935493187789985,1.442160656609307,127.0,33.0,13.5,1148.0
218,0.37319920199065304,0.08389004288133194,1.4555275802999779,67.0,54.0,45.5,1152.0
219,-0.23104606906382483,0.09383605788630785,1.296805379310748,81.5,65.5,2.0,1155.0
220,0.4063042432899633,0.24297235724688335,1.358941296421307,5.0,27.5,42.5,1156.0
221,0.12029396625131412,-0.17752041120142878,1.3575486189175965,109.5,71.0,73.0,1165.0
222,0.37491122144648864,0.23658591355558392,1.3524240631524957,51.0,98.0,23.0,1171.0
223,0.46429597706184644,0.14984629049762116,1.4370753431537433,5.5,64.5,70.0,1174.0
224,0.21250288035394752,-0.39269499736909513,1.308253201698238,97.0,40.0,49.5,1181.0
225,0.3069574078147078,0.0019145474527891611,1.492371328764321,74.0,59.0,44.5,1186.0
226,-0.029813629386242258,0.06934497151863303,1.3606071368438204,3.5,120.5,28.0,1191.0
227,0.19135525897162398,-0.4930015783362985,1.256976031421121,82.5,82.0,60.0,1192.0
228,0.19769672975765923,0.0616548163798016,1.4237423878305948,17.5,3.0,109.5,1194.0
229,0.6099600402261864,0.2980571757381849,1.3777486740901774,66.5,52.5,41.0,1195.0
230,0.25975811623899797,0.217199567549974,1.339570455145708,29.0,6.5,110.0,1198.0
231,0.13412879621242121,0.045487427146590695,1.4229246667967363,77.0,60.0,38.0,1214.0
232,-0.02642515678684605,-0.05570620677742178,1.341563284842827,105.0,77.0,126.5,1220.0
233,-0.04568974257718155,-0.2265283913310326,1.2630078526512662,48.0,12.5,51.0,1224.0
234,0.28582073306944467,-0.3638056877587574,1.35309619951567,106.5,92.5,107.5,1225.0
235,0.25623919448981664,0.18870783056909987,1.3570434692261046,47.5,26.0,39.5,1242.0
236,0.4814951668136514,0.14021150192363815,1.448740501623734,96.0,7.0,15.5,1243.0
237,0.030466378158234112,-0.1579264657953714,1.3260699644141556,89.5,29.5,11.0,1248.0
238,-0.06981144890201581,0.159548517251986,1.2931127223127328,69.0,63.0,5.5,1249.0
239,-0.12459199546141758,0.16698902892664616,1.2734141694611294,63.0,32.0,47.0,1252.0
240,0.27260345854226353,-0.3612143974195221,1.3480787653071513,72.0,35.5,34.5,1270.0
241,0.4721720477643503,0.15876063124426631,1.433182049075354,18.0,120.0,120.0,1273.0
242,0.45481599252516586,0.136053634886345,1.4429532421858577,12.0,79.5,78.5,1291.0
243,0.40291056683316795,0.0854224253952495,1.4627226607744335,12.0,67.5,18.0,1302.0
244,-0.12030885959946203,0.16179477119729443,1.2773311403587133,20.0,70.5,28.0,1313.0
245,-0.12614028200670213,-0.288940385317979,1.1995520038492842,113.5,78.0,82.5,1314.0
246,0.24418247318756198,0.38634774762865265,1.223012153456035,25.0,8.5,118.0,1319.0
247,0.3819413943553944,0.24919294828807487,1.3481912248331824,13.5,27.5,34.5,1320.0
248,0.07537190729333106,0.38419849916535737,1.1805717054921174,57.5,39.0,26.0,1326.0
249,0.3790371993827035,-0.29915598902813684,1.4211160179898337,54.0,11.5,117.0,1328.0
250,0.2050019517213569,-0.40913520485228455,1.2974762236302813,107.0,71.0,78.5,1329.0
251,0.2860676604781853,-0.3510332770586735,1.3582687699641816,50.5,22.5,28.0,1331.0
252,0.21128536299777678,-0.1346141982012072,1.4162267904585515,70.0,55.0,0.0,1345.0
253,0.32703707980703306,0.08603045418734998,1.442503348673938,82.5,49.5,30.0,1346.0
254,-0.12663691371263014,-0.13662439274459748,1.2646662197869158,73.0,119.0,68.0,1351.0
255,-0.12663691371263014,-0.13662439274459748,1.2646662197869158,73.0,119.0,68.0,1354.0
256,0.19519470134808592,-0.485458437001247,1.2614265662791118,105.5,126.0,61.5,1356.0
257,0.46651549982456975,0.15998994569707997,1.4311220988358837,25.5,6.0,2.0,1371.0
258,0.49736961304395844,0.15551444363109093,1.4415577683681655,9.5,118.5,125.5,1376.0
259,0.22946927643677303,0.18744995776755705,1.350634204049673,28.0,127.0,21.5,1391.0
260,-0.11202468655745396,-0.05996623767281216,1.3026933587221166,90.5,85.5,9.5,1395.0
261,-0.04568974257718155,-0.2265283913310326,1.2630078526512662,48.0,12.5,51.0,1400.0
262,0.14221550519780102,0.4041095678289827,1.1861475724768724,15.5,1.0,110.0,1402.0
263,0.11875811464480217,-0.47983643574815715,1.2299805927949192,87.5,66.5,82.5,1411.0
264,0.4832419948163516,0.15911375961543134,1.435876335818823,29.5,1.0,124.5,1412.0
265,0.2865010293078903,-0.36247426276450884,1.3543970129486151,63.5,54.0,74.5,1413.0
266,-0.05623320711476722,-0.43384731018275047,1.1706188518509482,76.5,126.0,16.0,1431.0
267,0.37236649470347943,-0.14890451569664842,1.4823913699502655,69.5,42.0,20.0,1433.0
268,0.39755501450571606,0.09051489455194196,1.4589305637088616,66.5,49.0,32.5,1437.0
269,0.15949479961369803,0.12149244917452934,1.3768670209654508,36.0,51.0,45.0,1445.0
270,0.3073235949385564,0.17801706265260242,1.3768827504503107,54.5,46.0,20.5,1454.0
271,0.37930335959763856,0.08731717526224814,1.4571533708120536,16.5,72.0,22.0,1458.0
272,0.26770481126760826,0.10055800137021736,1.4186861196715783,70.5,39.0,14.0,1462.0
273,0.28648243329170353,-0.3705783471690378,1.3506091330975927,94.0,72.0,81.0,1469.0
274,-0.03594387911489827,-0.4581622558220406,1.1711202019924216,79.5,47.5,52.5,1482.0
275,0.466997493589015,0.15048647127978873,1.4375263853412499,70.5,10.5,17.0,1489.0
276,0.2126158016533777,0.14535074087610378,1.3745543052975797,61.5,43.5,25.0,1497.0
277,0.20634639374674213,-0.13134689057913557,1.4153067387944929,99.0,75.5,59.0,1502.0
278,0.29013673463233425,-0.27997613367237184,1.3923462663863153,30.5,25.5,48.5,1507.0
279,0.2564632384305136,0.18368124462389035,1.3603997908410352,57.0,35.0,47.5,1518.0
280,0.022030591159829818,0.05748090863201652,1.380298772501931,122.0,54.5,37.5,1535.0
281,0.2931482185426086,-0.2873442652885541,1.3884258027253833,38.5,7.0,70.5,1536.0
282,0.37236649470347943,-0.14890451569664842,1.4823913699502655,69.5,42.0,20.0,1544.0
283,0.4054693483834653,0.07909823206877208,1.4672338661954116,66.5,51.0,37.5,1557.0
284,0.12927744046321357,-0.10964738842342513,1.390364310324982,55.0,109.0,0.5,1569.0
285,0.27737265656525817,0.09215244655056294,1.425877548086859,65.5,43.0,25.5,1585.0
286,0.35841915789429446,-0.2226348850138102,1.4445629463260543,126.5,46.5,42.0,1586.0
287,-0.03246739238162166,-0.2293734527904453,1.268470207681418,21.5,27.5,39.0,1590.0
288,0.5528388176220832,0.1474649004801681,1.4608082862746647,58.0,115.5,36.5,1599.0
289,0.48983345625598024,0.1531058481811857,1.4414649858275075,63.0,42.5,38.0,1611.0
290,-0.15664682088403498,0.258595525237356,1.2060974137228742,51.0,106.5,10.5,1621.0
291,-0.03767452415844014,-0.2426022598586106,1.260862707238349,44.0,74.5,78.5,1628.0
292,0.1290740699204561,-0.39955207702316786,1.2677393997177153,23.5,103.5,93.5,1641.0
293,-0.04727061775286258,-0.21950447040977383,1.2662200221280835,33.5,29.5,45.0,1647.0
294,0.50058152598613,0.16174825211393057,1.4388898812472404,54.5,24.0,39.5,1654.0
295,-0.16427841834062176,0.4118361489622179,1.101066220588789,65.0,44.5,23.0,1662.0
296,0.19428082507996333,-0.48259943247974296,1.2626343780284972,85.5,79.0,53.5,1691.0
297,0.31361331102402706,0.1750860091720848,1.380542647370773,110.5,111.5,78.5,1693.0
298,0.37138918202942517,-0.27346358775692364,1.4286782231977304,19.5,119.5,122.0,1710.0
299,0.4046157931290088,0.0912320486996934,1.4595133945663763,3.0,63.0,7.0,1715.0
300,0.48395280622333436,0.13989920092995664,1.4478488381719765,26.5,75.5,77.5,1716.0
301,0.3964874135184236,0.2782193996310193,1.3323222255878713,22.0,127.5,105.0,1726.0
302,0.04862246779299454,-0.0882895888750736,1.3632896788727222,27.5,126.0,64.0,1728.0
303,-0.012586020060929334,0.14901555717870715,1.3127762975111334,67.0,47.5,34.0,1745.0
