,x,y,z,r,g,b,inlinear_idx
870,0.4417092396417036,0.7561840460628344,1.9515826724661802,96.0,42.5,126.0,1613.0
871,0.15449336225831278,0.5636821536417096,1.3632030366040562,101.0,46.0,0.5,1614.0
872,0.12226789376900592,-0.06749136038281348,1.2954435853522464,37.0,16.5,15.5,1615.0
873,0.07246577245617201,0.02031880365903076,1.2120559762006824,30.5,7.5,6.5,1616.0
874,0.08046898224131241,-0.12191963052284459,1.1925977730921746,71.5,33.0,15.0,1618.0
875,0.009304695180093473,0.38500206207297677,1.0944495175590616,98.0,47.0,4.5,1619.0
876,0.11787327989673498,-0.13991659821053745,1.2681645783342819,63.5,30.0,28.5,1620.0
877,0.28162737762332984,0.6192981961685308,1.6334513487249642,99.0,43.5,126.0,1621.0
878,-0.018304827039086417,0.16411475228182426,1.066563609679418,2.0,7.0,1.0,1622.0
879,-0.022022512774642407,0.35968244870394356,1.0305726466046286,70.0,17.5,100.0,1623.0
880,-0.0226599941984347,-0.035106668775982106,1.005633367315838,122.0,117.5,114.5,1624.0
881,0.04011794669929868,0.3715760063901773,1.1674835787363826,7.5,84.0,37.5,1626.0
882,0.030339505499672532,0.4216635942689111,1.1284906307423896,123.5,70.5,24.5,1627.0
883,0.038106426195983055,0.40286966111465705,1.1524422841356128,108.0,54.5,10.5,1628.0
884,0.02641402532925072,0.11587164412043983,1.1421176213037567,10.0,111.5,102.0,1629.0
885,0.058936806047393854,0.39409848471031295,1.2024930474517093,89.5,34.0,116.5,1630.0
886,0.3642260850119542,0.7041819434447839,1.792539795592793,108.5,51.5,3.0,1632.0
887,0.10050103234121459,0.10698335246991676,1.2923628047487747,120.0,102.0,87.0,1633.0
888,0.17749156454178058,0.04522847473971456,1.4451761126752072,21.0,0.5,3.5,1634.0
889,0.033788277447879364,-0.006125056019644446,1.1256373843446532,9.0,122.5,115.5,1636.0
890,0.16360178265471698,-0.11972754027869796,1.3712839485298511,3.0,4.5,2.5,1638.0
891,0.04373189214855719,0.40674747022021834,1.163942901787891,19.5,93.5,48.0,1639.0
892,0.09607880276845718,0.07795737292771215,1.27588991113782,25.5,8.0,8.5,1641.0
893,0.07760849652442406,0.10525784315153093,1.2438465584119986,43.0,17.0,6.0,1642.0
894,0.8096497956190946,0.904912115032983,2.7359434543922148,104.5,48.5,2.5,1645.0
895,-0.004231927342245726,-0.02582638539841749,1.0440769680579212,10.5,2.5,1.5,1647.0
896,0.11801896523109615,0.0035685845918174285,1.304155332175756,27.0,4.5,7.0,1648.0
897,0.2155226991773624,-0.015035776617616426,1.5131877143894565,39.5,15.0,11.0,1649.0
898,0.22930543299742706,-0.020246740502471425,1.5430968678856378,41.0,21.0,21.5,1650.0
899,-0.03432100708239943,0.30072437088109255,1.0225847730873439,29.5,109.5,67.0,1651.0
900,0.05015999646654442,0.056154960525896504,1.174462839699498,21.5,8.5,13.0,1652.0
901,0.032388000719065606,0.34088375696875206,1.1600470181997007,103.0,51.5,4.0,1653.0
